quantity,value
label,results_eft68_c6f22p97778_c8f45_f1000_mh125_Glauber_off
model_parameters.c6_over_f2_TeV2,2.977777777777778
model_parameters.c8_over_f4_TeV4,5.0
model_parameters.f_GeV,1000.0
model_parameters.m_h,125.0
model_parameters.v,246.0
model_parameters.m_w,80.36
model_parameters.m_z,91.19
model_parameters.m_t,173.1
model_parameters.use_glauber_measure,False
model_parameters.C_glauber,0.0
model_parameters.Lambda_glauber,1000.0
derived_tree_coefficients.glauber_scheme,counterterm_subtracted
derived_tree_coefficients.lambda_tree,-0.16867310715861458
derived_tree_coefficients.mu2_tree_GeV2,-1474.4869557404809
derived_tree_coefficients.a0_mean_field,0.2509396349493464
derived_tree_coefficients.glauber_t0,0.0
derived_tree_coefficients.glauber_lambda_shift,0.0
derived_tree_coefficients.glauber_mu2_shift_after_lambda_GeV2,0.0
derived_tree_coefficients.lambda_tree_raw_glauber_equivalent,-0.16867310715861458
derived_tree_coefficients.mu2_tree_raw_glauber_equivalent_GeV2,-1474.4869557404809
derived_tree_coefficients.combo_TeV2,6.863295555555556
scan_parameters.T_min,1.0
scan_parameters.T_max,250.0
scan_parameters.phi_scan_range,"(-10, 1000.0)"
scan_parameters.n_phi_scan,1200
scan_parameters.n_T_seeds,3
scan_parameters.deltaX_target,0.1
scan_parameters.x_eps,0.001
scan_parameters.T_eps,0.01
scan_parameters.deriv_order,4
scan_parameters.phitol,0.0001
scan_parameters.overlapAngle,45.0
scan_parameters.Tn_Ttol,0.01
scan_parameters.Tn_maxiter,160
scan_parameters.include_zeroT_loops,True
scan_parameters.include_scalar_loops,True
scan_parameters.include_thermal,True
scan_parameters.include_scalar_thermal,True
scan_parameters.include_daisy,False
scan_parameters.renormalize_zeroT_loops,True
scan_parameters.thermal_approx,spline
key_temperatures.Tn,71.91820297256204
key_temperatures.Tc,89.91397284845696
key_temperatures.Ts_false,39.66687929686955
key_temperatures.Ts_true,93.1971132812497
key_temperatures.S_at_Tn,10075.140826426403
key_temperatures.S_over_Tn,140.0916653920042
key_temperatures.false_phase_key,2
key_temperatures.true_phase_key,0
key_temperatures.phi_false_Tn,-4.84923521674341e-05
